tipo,texto
ham,AVISO OFICIAL: Las calles adyacentes a tu casa estarán cerradas por obras.
ham,La cuota mensual de tu membresía se cargará el día 5 de cada mes.
ham,¡El bebé ya nació! Fue una niña y están muy bien. Mándales un mensaje.
ham,El sensor de humo de la cocina necesita un cambio de pilas urgente.
ham,¿Dónde nos encontramos para ver el partido de fútbol? Propongo el bar de siempre.
ham,Acabo de llegar a la ciudad. ¿Tienes alguna recomendación de hoteles baratos?
ham,El formulario de registro de empleado debe ser completado y firmado antes de las 5 PM.
ham,Tienes una cita con el asesor financiero para revisar tu portafolio.
ham,"La olla arrocera se dañó. Por favor, cómprame una nueva si vas a la tienda."
ham,El examen final cubrirá los temas del capítulo 5 al 8. ¡A estudiar!
ham,El recibo de pago de la luz de este mes es de $85.50. Ya está pagado.
ham,"El perro se escapó, lo estoy buscando. Si lo ves, llámame de inmediato."
ham,La conferencia comenzará con el discurso de apertura del CEO.
ham,Te envío la lista de invitados para la boda. Falta confirmar 10 personas.
ham,El coche necesita aceite y revisión de frenos. Ya pedí cita en el taller.
ham,¿Puedes pasar por mí a la estación de tren? Llego a las 7:15 PM.
ham,La reunión se llevará a cabo por Zoom. Aquí está el link: [enlace real].
ham,El plazo para solicitar becas académicas termina el 15 de marzo.
ham,El concierto de piano clásico será en el teatro municipal esta noche.
ham,"Mi nuevo número de teléfono es 555-123-4567. Guárdalo, por favor."
ham,Se ha registrado un nuevo inicio de sesión desde un país diferente. ¿Fuiste tú?
ham,¿Me podrías mandar el archivo Excel con las proyecciones de venta?
ham,¡No encuentro mis llaves! ¿Las viste cuando saliste?
ham,Necesitas actualizar tu navegador para acceder al sitio web del banco.
ham,La oferta de trabajo es para un puesto de tiempo completo y beneficios.
ham,El clima está muy frío hoy. Asegúrate de llevar un abrigo grueso.
ham,El libro que me pediste está en la mesa de la sala.
ham,¡Hemos recibido tu currículum! Te contactaremos pronto para una entrevista.
ham,Tienes un nuevo mensaje en el buzón de voz de tu teléfono fijo.
ham,La cena de hoy es pasta con salsa de tomate. Está lista en 20 minutos.
ham,El supermercado tiene una oferta de 3x2 en todos los productos de limpieza.
ham,¿Podemos mover la reunión de las 11 AM a las 11:30 AM? Tengo un conflicto.
ham,El nuevo sistema de transporte público es muy eficiente. Lo probé hoy.
ham,No olvides regar las plantas del balcón. Hace mucho calor.
ham,La inscripción al maratón se cierra a medianoche. ¿Ya te registraste?
ham,Tu suscripción a la revista de ciencia ha sido renovada por un año más.
ham,La caldera no enciende. Ya llamé al técnico para que venga a revisarla.
ham,El reporte de tráfico indica fuerte congestión en la autopista principal.
ham,¿Me puedes ayudar a mudar un sofá mañana por la mañana?
ham,El pago por la reparación de la lavadora es de $$$120. Adjunto el recibo.
ham,La fiesta sorpresa es el viernes. No le digas nada a Ana.
ham,El horario de atención al cliente ha cambiado. Ahora es de 8 AM a 6 PM.
spam,"¡Notificación URGENTE! Tu CURP aparece en lista de deudas con SAT. Evita embargo en este enlace"
spam,"Tu cuenta BBVA fue usada para comprar $87,300 en París. ¿Fuiste tú? Confirma aquí"
spam,"Hola hermosa, me gustas mucho desde que te vi en Instagram. ¿Quieres ser mi novia?"
spam,"Samsung Galaxy S24 gratis por ser cliente fiel Telcel. Solo 2 unidades restantes"
spam,"Recibe $15,000 pesos hoy mismo sin aval ni comprobantes de ingresos"
spam,"Tu paquete DHL está retenido por falta de pago de $189. Libéralo aquí"
spam,"Spotify Premium gratis de por vida. Solo descarga esta versión modificada"
spam,"Tu número ganó $800,000 pesos en la Lotería Nacional electrónica. Cobra aquí"
spam,"Antojo de amor: chica de 22 años busca hombre maduro con solvencia económica 😉"
spam,"Tu tarjeta Santander fue restringida por movimientos sospechosos en Rusia"
spam,"Curso para ganar $100,000 al mes en OnlyFans aunque no muestres la cara"
spam,"¡Alerta! Tu dispositivo está infectado con 128 virus. Limpia ahora gratis"
spam,"Hola soy el Dr. García del IMSS, necesitamos actualizar tus datos de pensión urgentemente"
spam,"Gana un auto BMW 2025 solo por registrarte en esta página. ¡Últimos 5 lugares!"
spam,"Tu cuenta de Hotmail será cerrada en 24h si no verificas tu correo aquí"
spam,"Crema para agrandar glúteos en 15 días. Usada por Kim Kardashian"
spam,"Recarga $100 y recibe $500 de saldo gratis con AT&T. Oferta solo hoy"
spam,"Tu perfil de TikTok violará las normas en 2h. Haz clic para apelar"
spam,"Inversiones en petróleo te dan 400% de ganancia en 7 días. Mínimo $5,000"
spam,"Hola, vi tu foto y eres exactamente mi tipo. ¿Me mandas una en ropa interior?"
spam,"Tu pedido de Liverpool #784512 fue devuelto. Reclama reembolso de $9,800 aquí"
spam,"Vacantes de trabajo en Google desde casa pagando $600 dólares por día"
spam,"Tu NIP de cajero fue capturado por cámara. Cámbialo aquí de inmediato"
spam,"Gana $200 dólares por cada encuesta completada. Ya pagamos a 87,000 personas"
spam,"Tu vuelo Aeroméxico fue cancelado por tormenta. Reagenda gratis aquí"
spam,"Producto milagroso para la diabetes tipo 2. Adiós a las inyecciones"
spam,"Tu WhatsApp está siendo clonado en este momento. Instala esta protección"
spam,"Tarjeta de regalo Coppel $2,000 totalmente gratis. Solo 8 restantes"
spam,"Hola soy María del banco, necesitamos confirmar tus datos para activar seguridad nueva"
spam,"iPhone 16 Pro Max por solo $999 pesos. Envío exprés a todo México"
spam,"Tu cuenta de Xbox Live fue baneada permanentemente. Recupérala aquí"
spam,"Sistema automático para ganar en apuestas deportivas. 97% de aciertos"
spam,"Fotos tuyas desnudo están siendo compartidas. Paga $300 dólares para borrarlas"
spam,"Hola guapo, estoy sola en el hotel y busco compañía esta noche"
spam,"Tu número fue seleccionado para recibir $500,000 del gobierno federal"
spam,"Antivirus gratis detectó troyanos bancarios en tu celular. Escanea ahora"
spam,"Tu tarjeta Inbursa fue usada en Brasil por $58,000. Bloquéala aquí"
spam,"Gana dinero durmiendo: nueva app paga $2 dólares por hora de sueño"
spam,"Tu cuenta de Gmail será eliminada por inactividad. Verifica aquí"
spam,"Oferta exclusiva: bótox casero por $299 con resultados inmediatos"
spam,"Tu paquete de Amazon está en almacén CDMX. Paga $99 de manejo para entrega"
spam,"Hola soy el ingeniero de Totalplay, tu modem tiene falla crítica"
spam,"Duplica tu inversión en cripto en solo 72 horas. Ya pagamos a 12,000 mexicanos"
spam,"Tu perfil fue denunciado por 47 usuarios. Confirma tu identidad aquí"
spam,"Boeing ofrece empleos remotos pagando $800 USD diarios. Postúlate ya"
spam,"Producto para crecer 10 cm de estatura aunque tengas 40 años"
spam,"Tu cuenta de Elektra fue bloqueada por intento de fraude"
spam,"¡Felicidades! Ganaste una casa en Chipinque valorada en $8 millones"
spam,"Hola, tengo un negocio que te hará millonario en 3 meses. ¿Hablamos?"
spam,"Tu celular será bloqueado por IMEI duplicado. Desbloquéalo aquí por $250"
ham,"Ya estoy formando la fila para los tacos, ¿de qué los quieres?"
ham,"Te mandé el resumen del libro por correo, dime si te sirve así"
ham,"¿Puedes pasar por los niños a la escuela hoy? Tengo junta hasta tarde"
ham,"Acabo de aterrizar, todo bien el vuelo, en 40 min estoy en casa"
ham,"¿Vas a venir a la carne asada del sábado? Confirma para comprar carne"
ham,"Te dejé el dinero de la renta encima de la mesa, son $8,500"
ham,"El pediatra movió la cita al jueves a las 4 pm"
ham,"¿Trajiste las llaves del candado de la bici? Se me olvidaron"
ham,"Ya quedó la presentación, solo falta que le pongas las imágenes"
ham,"¿A qué hora sales mañana? Quiero ir a correr contigo temprano"
ham,"Te comparto la ubicación del estacionamiento donde quedamos"
ham,"El profe subió el examen sorpresa a la plataforma, ¡qué mala onda!"
ham,"Gracias por cuidar a las plantas mientras estuve de viaje"
ham,"¿Me mandas la foto de tu outfit para ver si combino con algo?"
ham,"Ya compré los boletos del camión, salimos a las 6:30 am"
ham,"Avísame cuando pases por la tortillería, te encargo un kilo"
ham,"El internet está fallando otra vez, ya reinicié el modem dos veces"
ham,"¿Te late pedir pizza o mejor hacemos hotcakes para la cena?"
ham,"Te paso el contacto del electricista, vino hoy y quedó perfecto"
ham,"Mañana cierra el pago de la universidad, no se te vaya a pasar"
ham,"Ya guardé tu parte del pastel en el refri, está delicioso"
ham,"¿Vas al súper? Tráeme shampoo que ya no tengo"
ham,"Acabo de sacar al perro, está lloviendo poquito nomás"
ham,"Te mando captura del menú del restaurante para que elijas"
ham,"¿Puedes imprimir estas hojas? Mi impresora se quedó sin tinta"
ham,"El tráfico en periférico está detenido, mejor me voy por otra ruta"
ham,"Ya terminé de editar el video, te lo paso por Drive en 10 min"
ham,"¿Me ayudas a cargar la lavadora al coche? Está muy pesada"
ham,"Te dejé sopa en la estufa, solo caliéntala cuando llegues"
ham,"¿A qué hora pasa el camión mañana para ir a la central?"
ham,"Gracias por pasarme las notas de la clase que me perdí"
ham,"Ya quedó lista la reservación en el restaurante para las 9"
ham,"¿Traes bloqueador? Vamos a estar todo el día en la alberca"
ham,"El bebé ya dijo su primera palabra: ¡mamá! (aunque soy yo el papá jajaja)"
ham,"Te envío la lista de útiles que pidió la maestra para septiembre"
ham,"¿Nos vemos en la cancha a las 6:30 para el partido?"
ham,"Ya pagué la cuenta de luz por app, aquí te paso el recibo"
ham,"¿Me prestas tu chamarra negra? Tengo una cena formal"
ham,"El veterinario dijo que solo es alergia, ya le dio su medicina"
ham,"Te comparto la canción que me pediste, está en Spotify"
ham,"¿Puedes recoger mi paquete en la paquetería? Te dejo la guía"
ham,"Ya lavé tu ropa, está colgada en el tendedero de atrás"
ham,"¿Qué opinas si vemos la serie nueva de Netflix esta noche?"
ham,"Avísame cuando salgas del trabajo para ponerme a cocer el arroz"
ham,"El profe adelantó la entrega del proyecto para el miércoles"
ham,"Te mandé $300 por SPEI, dime cuando te llegue por favor"
ham,"¿Traes tu identificación? Nos la piden para entrar al antro"
ham,"Ya compré las flores para tu mamá, son las que le gustan"
ham,"Estoy en la caja del Costco, ¿algo más que necesitemos?"
ham,"Te paso la dirección de la fiesta, llega después de las 10"
spam,"¡FELICIDADES! Ganaste un iPhone 16 Pro. Reclama ahora: premiosgratis24.com/iphone"
ham,"¿Podemos cambiar nuestra reunión de mañana a las 11am en lugar de las 10?"
spam,"URGENTE: Tu cuenta de Netflix ha sido hackeada. Verifica aquí: netflix-security.xyz"
ham,"Tu pedido de sushi está en camino. Llegará en 25-35 minutos"
spam,"¡GANE $5000 MENSUALES! Trabaje desde casa 2 horas diarias. Inscríbase: ingresosextra.net"
ham,"Recordatorio: Tu cita con el dentista es el próximo martes a las 3:30 pm"
spam,"ALERTA BANCARIA: Actividad sospechosa detectada en tu tarjeta. Bloquea: bancoalert.security"
ham,"¿Te gustaría ir al cine este viernes? Estrenan esa película que querías ver"
spam,"¡OFERTA EXPLOSIVA! Samsung Galaxy S25 por $199. Solo hoy: techmania.shop/samsung"
ham,"Tu vuelo IB2845 Madrid-Barcelona está confirmado. Facturación online disponible"
spam,"¡PERDER PESO YA! 15kg en 2 semanas sin ejercicio. Descubre cómo: dietasecreta.pro"
ham,"Mamá, ¿me puedes ayudar con el proyecto de la escuela? Es para mañana"
spam,"¡PRÉSTAMOS INMEDIATOS! Hasta $100,000 sin aval. Aprobación en 5min: creditoya.mx"
ham,"Tu análisis de sangre muestra que todo está normal. Puedes recoger resultados"
spam,"¡GANADOR OFICIAL! Tu número 7294 ganó $75,000. Reclama: loterianacional.premios"
ham,"La junta de vecinos será el domingo a las 11am en el salón comunal"
spam,"¡TRABAJO INTERNACIONAL! Gane en euros desde México. Registro: empleoeuropa.work"
ham,"Tu reserva en el hotel Hilton está confirmada del 20-25 de noviembre"
spam,"¡ALERTA FISCAL! Tienes multas pendientes de pago. Regulariza: sat-gob.payments"
ham,"Tu clase de natación ha sido reprogramada para el jueves a las 5pm"
spam,"¡INVERSIÓN SEGURA! Triple tu dinero en 30 días. Mínimo $2,000: inversion3x.invest"
ham,"Tu pedido de Amazon llegará mañana entre 9am y 1pm"
spam,"¡OFERTA RELÁMPAGO! Laptop Gaming RTX 4090 por $299. Últimas unidades: gamerzone.tech"
ham,"¿Podrías recoger a los niños del colegio hoy? Tengo una reunión tarde"
spam,"¡URGENTE! Tu servicio de internet será suspendido. Paga: telmex-pagos.urgent"
ham,"Tu sesión de terapia está confirmada para el miércoles a las 4pm por Zoom"
spam,"¡GANE UN CARRO! Participa en el sorteo de un Mercedes-Benz. Envía CARRO al 5555"
ham,"Tu medicamento para la alergia está listo para recoger en la farmacia"
spam,"¡TRABAJO PARA ESTUDIANTES! Gane $800 semanales. Horarios flexibles: estudiatrabajo.jobs"
ham,"Tu cita con el oftalmólogo está programada para el viernes a las 10:15am"
spam,"¡ALERTA MÉDICA! Tu seguro de gastos médicos expira mañana. Renueva: segurosmedicos.health"
ham,"Tu reserva para el restaurante japonés está confirmada para 6 personas el sábado"
spam,"¡CRIPTO OPORTUNIDAD! Bitcoin llegará a $1 millón. Invierte ahora: cryptofuture.money"
ham,"Tu taller de pintura al óleo comienza el próximo lunes a las 6pm"
spam,"¡OFERTA EXCLUSIVA! Seguro de auto por $300 anuales. Cotiza: segurosbaratos.auto"
ham,"Tu pedido de pizza ha sido confirmado. Tiempo de entrega: 30-45 minutos"
spam,"¡GANE $200 DIARIOS! Complete encuestas desde su celular. Registro: encuestaspago.surveys"
ham,"Tu examen de manejo práctico está programado para el próximo martes a las 2pm"
spam,"¡URGENTE! Tu dominio web está por expirar. Renueva: dominiosmx.renew"
ham,"Tu sesión de masaje terapéutico está confirmada para el jueves a las 11am"
spam,"¡PRÉSTAMO PARA NEGOCIO! Hasta $500,000. Sin buro crediticio: prestamonegocio.funding"
ham,"Tu cita para la limpieza dental está programada para el 20 de octubre a las 9am"
spam,"¡INVERSIÓN EN PLATA! Precios subirán 400% este mes. Compre: plata.inversion"
ham,"Tu reserva para el spa está confirmada para el sábado a las 2pm. Llega 15 min antes"
spam,"¡TRABAJO DESDE CASA! Empaque productos y gane $250 diarios. Info: trabajohogar.empack"
ham,"Tu donación al banco de alimentos ha sido procesada exitosamente"
spam,"¡ALERTA DE SEGURIDAD! Tu Instagram fue accedido desde Rusia. Verifica: ig-security.login"
ham,"Tu clase de cocina italiana está confirmada para el miércoles a las 6pm"
spam,"¡GANE UN VIAJE A TOKYO! 2 personas todo incluido. Participa: viajesasiaticos.win"
ham,"Tu consulta con el cardiólogo está programada para el próximo mes"
spam,"¡OFERTA ÚNICA! Refrigerador Samsung smart por $399. Solo 2 disponibles: electrohome.shop"
ham,"Tu pedido de supermercado será entregado hoy entre 4pm y 6pm"
spam,"¡URGENTE! Tu licencia de conducir será revocada. Actualiza: licencias.gob.update"
ham,"Tu sesión de entrenamiento personal está confirmada para el viernes a las 7am"
spam,"¡INVERSIÓN EN DIAMANTES! Retornos del 600% en 3 meses. Info: diamondinvestment.biz"
ham,"Tu reserva para el campo de golf está confirmada para el domingo a las 8am"
spam,"¡TRABAJO PARA AMAS DE CASA! Gane $150 diarios. Flexibilidad total: mamastrabajan.work"
ham,"Tu cita para la vacuna COVID está programada para el jueves a las 3pm"
spam,"¡ALERTA DE SOFTWARE! Tu Windows tiene virus críticos. Descarga: windowsfix.antivirus"
ham,"Tu pedido de ropa ha sido enviado. Número de seguimiento: SHIP284756"
spam,"¡GANE $3000 SEMANALES! Sea misterioso comprador. Registro: mysterybuyer.jobs"
ham,"Tu sesión de fisioterapia está programada para el martes a las 10:30am"
spam,"¡PRÉSTAMO EXPRESS! $15,000 en 10 minutos. Solo mayores de 21 años: prestamorapido.cash"
ham,"Tu taller de escritura creativa comienza el próximo sábado a las 10am"
spam,"¡OFERTA DE TRABAJO! Modelos webcam ganan $300 por hora. Inscripción: webmodel.work"
ham,"Tu reserva para el concierto de rock está confirmada. Entradas enviadas por email"
spam,"¡URGENTE! Tu servicio de luz será cortado en 2 horas. Paga: cfe-pagos.emergency"
ham,"Tu cita con el psicólogo está confirmada para el lunes a las 5pm"
spam,"¡INVERSIÓN EN PETRÓLEO! Gane 1000% en 6 meses. Mínimo $5,000: oilinvestment.pro"
ham,"Tu pedido de flores para aniversario será entregado hoy antes de las 5pm"
spam,"¡GANE UN YATE! Sorteo exclusivo para clientes. Participe: yatesdelujo.contest"
ham,"Tu clase de baile salsa está confirmada para el jueves a las 7pm"
spam,"¡ALERTA MIGRATORIA! Tu pasaporte necesita verificación urgente. Actualiza: pasaportes.verify"
ham,"Tu sesión de meditación guiada está programada para el miércoles a las 8am"
spam,"¡TRABAJO EN EUROPA! Gane €5,000 mensuales. Vivienda incluida. Aplica: trabajoeuropa.jobs"
ham,"Tu reserva para el bed and breakfast está confirmada para el fin de semana"
spam,"¡OFERTA INCREÍBLE! TV 75\" 8K por $599. Última oportunidad: tvofertas.shop"
ham,"Tu pedido de medicamentos homeopáticos está listo para recoger"
spam,"¡URGENTE! Tu cuenta de PayPal ha sido limitada. Verifica: paypal-verify.account"
ham,"Tu cita con el veterinario para Luna está programada para el viernes a las 3pm"
spam,"¡INVERSIÓN EN BIOTECNOLOGÍA! Oportunidad única. Retornos 800%: biotech.invest"
ham,"Tu taller de jardinería orgánica comienza el próximo sábado a las 9am"
spam,"¡GANE $400 DIARIOS! Invierta en forex. Retornos garantizados: forexprofits.trading"
ham,"Tu reserva para el restaurante de mariscos está confirmada para el viernes"
spam,"¡ALERTA DE HACKEO! Tu email fue comprometido. Cambia contraseña: email-security.protect"
ham,"Tu sesión de acupuntura está confirmada para el martes a las 11am"
spam,"¡PRÉSTAMO PARA VACACIONES! Hasta $50,000. Sin intereses primeros 3 meses: prestamovacaciones.loan"
ham,"Tu pedido de libros universitarios ha sido enviado. Llegará en 2-3 días"
spam,"¡TRABAJO EN CANADÁ! Salario $7,000 mensuales. Alojamiento incluido. Aplica: canadajobs.work"
ham,"Tu cita con el dermatólogo está programada para el próximo jueves a las 4pm"
spam,"¡OFERTA ESPECIAL! Consola Xbox Series X + 15 juegos por $249. Solo hoy: gamingdeals.store"
ham,"Tu reserva para el tour de vinos está confirmada para el sábado a las 11am"
spam,"¡URGENTE! Tu servicio de agua será suspendido. Paga: agua-pagos.municipal"
ham,"Tu sesión de yoga prenatal está programada para el miércoles a las 6pm"
spam,"¡INVERSIÓN EN ARTE! Obras maestras con retornos 700%. Info: arteinversion.gallery"
ham,"Tu pedido de comida vegetariana será entregado en 20-30 minutos"
spam,"¡GANE UN DEPARTAMENTO! Sorteo de luxury apartment. Participa: departamentogratis.win"
ham,"Tu clase de inglés avanzado comienza el próximo lunes a las 7pm"
spam,"¡ALERTA LEGAL! Tienes una demanda pendiente. Contacta abogado: 555-8473"
ham,"Tu reserva para el retiro espiritual está confirmada para el próximo mes"
spam,"¡TRABAJO EN CRUCEROS! Gane $4,000 mensuales + propinas. Inscripción: crucerotrabajo.hire"
ham,"Tu cita con el nutriólogo está programada para el viernes a las 12pm"
spam,"¡OFERTA DE TEMPORADA! Aire acondicionado inverter por $199. Solo 10 unidades: climaoffer.shop"
ham,"Tu pedido de material de oficina ha sido procesado y enviado"
spam,"¡URGENTE! Tu certificado digital expira mañana. Renueva: certificados.digital.renew"
ham,"Tu sesión de rehabilitación física está confirmada para el jueves a las 9am"
spam,"¡PRÉSTAMO UNIVERSITARIO! Hasta $200,000 sin intereses. Aplica: prestamoestudiantil.edu"
ham,"Tu reserva para el bed and breakfast está confirmada para el fin de semana romántico"
spam,"¡INVERSIÓN EN ENERGÍA SOLAR! Retornos 500% en 1 año. Oportunidad: solarinvestment.energy"
ham,"Tu pedido de productos de limpieza será entregado hoy entre 2pm y 4pm"
spam,"¡GANE $1000 DIARIOS! Trading automático de criptomonedas. Registro: autotrading.crypto"
ham,"Tu clase de defensa personal está confirmada para el sábado a las 10am"
spam,"¡ALERTA DE HIGIENE! Tu agua potable está contaminada. Filtro gratis: agualimpia.filter"
ham,"Tu cita con el podólogo está programada para el próximo martes a las 2:30pm"
spam,"¡TRABAJO EN AUSTRALIA! Salario $8,000 mensuales. Visa incluida. Aplica: australiajobs.work"
ham,"Tu reserva para el picnic en el parque está confirmada para el domingo"
spam,"¡OFERTA EXTREMA! Smartwatch Apple Ultra por $99. Últimas 3 unidades: watchdeals.shop"
ham,"Tu pedido de material de arte ha sido enviado. Llegará en 3-5 días hábiles"
spam,"¡URGENTE! Tu permiso de conducir internacional expira. Renueva: licenciainternacional.drive"
ham,"Tu sesión de coaching empresarial está confirmada para el lunes a las 3pm"
spam,"¡INVERSIÓN EN TECNOLOGÍA! Startups con retornos 900%. Info: techstartups.invest"
ham,"Tu reserva para el festival de música está confirmada. Boleto electrónico enviado"
spam,"¡GANE UN CRUCERO! 7 días por el Caribe todo incluido. Participa: caribecruise.vacation"
ham,"Tu clase de cerámica comienza el próximo miércoles a las 5pm"
spam,"¡ALERTA FINANCIERA! Tu historial crediticio necesita actualización. Verifica: burocredit.update"
ham,"Tu cita con el terapeuta ocupacional está programada para el viernes a las 11am"
spam,"¡TRABAJO EN DUBAI! Salario $10,000 mensuales. Vivienda y transporte incluidos: dubaijobs.careers"
ham,"Tu pedido de productos orgánicos será entregado hoy entre 1pm y 3pm"
spam,"¡OFERTA REVOLUCIONARIA! Dron DJI Mavic 3 por $149. Solo hoy: drondeals.tech"
ham,"Tu reserva para el taller de panadería está confirmada para el sábado a las 9am"
spam,"¡URGENTE! Tu certificado de nacimiento necesita verificación. Actualiza: actas.civil.verify"
ham,"Tu sesión de aromaterapia está programada para el jueves a las 4:30pm"
spam,"¡PRÉSTAMO PARA AUTOMÓVIL! Hasta $300,000 sin enganche. Aprobación inmediata: autoprestamo.car"
ham,"Tu pedido de material de construcción ha sido procesado y enviado"
spam,"¡INVERSIÓN EN REAL STATE! Desarrollos de lujo con retornos 400%. Info: luxuryrealestate.invest"
ham,"Tu clase de primeros auxilios está confirmada para el próximo sábado a las 8am"
spam,"Oye... eh, parece que tu cuenta tiene un pago pendiente. Haz clic aquí para evitar problemas."
spam,"¡WOW! Te ganaste un cupón de $300 🎁. Pero corre, expira en minutos: activa aquí 👉."
spam,"No vas a creerlo, pero tu número salió premiado. Solo confirma tus datos, es rapidísimo."
spam,"Últimos lugares para ganar dinero viendo videos. Participa YA antes de que cierren inscripciones."
spam,"Tu banco reportó un acceso raro. Uh… mejor entra aquí y revisa la actividad."
spam,"¿Quieres duplicar tu sueldo este mes? Te cuento cómo si accedes al siguiente enlace."
spam,"Uff… tu teléfono está súper lento. Descarga esta app para limpiarlo al instante."
spam,"Tienes un reembolso esperando. No tardes: recupera tu dinero aquí."
spam,"Promo flash: 75% de descuento en productos premium. Solo HOY."
spam,"Hola, cliente! Ups… detectamos un error en tu último pago. Corrígelo aquí."
spam,"Aumenta tu popularidad en redes con seguidores reales* (sí, reales). Entra ahora."
spam,"Hey! Tu suscripción casi expira (otra vez). Renueva aquí sin cargos extras."
spam,"Ay… tu tarjeta fue bloqueada por seguridad. Rehabilítala en este enlace seguro."
spam,"Mira, no te quiero asustar, pero encontramos malware en tu dispositivo. Instala este parche."
spam,"¡Sorpresa! Has sido elegido para un viaje todo pagado. Reclámalo completando este formulario."
spam,"Gana dinero desde casa sin invertir NADA, solo con esta app ✨."
spam,"Tu paquete no pudo ser entregado. Paga la tarifa mínima aquí."
spam,"Hey, ¿crees en la suerte? Porque acabas de ganar una tarjeta de regalo."
spam,"Tu wallet digital está casi llena. Actualízala GRATIS aquí."
spam,"Wow, tus fotos podrían perderse por falta de espacio. Haz copia aquí."
spam,"Tu comprobante digital está listo… solo falta que lo descargues desde este link."
spam,"Accede a este grupo privado: comparten tips de inversión que generan $$$ diarios."
spam,"Revisa urgentemente tu estado fiscal, tu NIF aparece con inconsistencias."
spam,"La promo que pediste… ya está activa 👀. Desbloquéala aquí."
spam,"Tu antivirus expiró hace 3 días. Cubre tu equipo con este plan barato."
spam,"Nos llegó una solicitud a tu nombre, ¿fuiste tú? Compruébalo aquí antes de que sea tarde."
spam,"Gana puntos canjeables solo hablando con un bot . Pruébalo aquí."
spam,"Tus archivos parecen dañados, uf. Pero aún puedes recuperarlos desde este enlace."
spam,"OMG tienes saldo sin usar. Dale clic aquí y cámbialo por dinero real."
spam,"Nueva alerta: tu perfil podría ser suspendido. Revisa detalles aquí."
spam,"¿Quieres acceso VIP GRATIS durante 1 año? Solo registra tu correo."
spam,"Tu opinión vale . Responde esta encuesta y llévate un regalo digital."
spam,"Atención: estamos actualizando tu cuenta, verifica tus datos para no perder acceso."
spam,"Ahorra hasta 80% en vuelos ocultos. Solo para usuarios seleccionados."
spam,"Tienes una transferencia retenida: completa los datos para liberarla."
spam,"Descubre el suplemento que usan las estrellas para bajar de peso rápido."
spam,"Ups… tu dirección falló en el envío. Corrige aquí antes de reintentar."
spam,"Tu premio está casi listo . Solo falta una validación rápida."
spam,"Conviértete en tester de productos y recibe pagos semanales."
spam,"Accede a la nueva herramienta que automatiza tus ganancias 💸."
spam,"No ignores esto: tu correo fue registrado en una compra desconocida."
spam,"Tu saldo promocional expirará hoy. Actívalo en 2 clics."
spam,"Regístrate para recibir cupones ilimitados, sin costos ocultos."
spam,"¡Increíble! Tu foto fue seleccionada para un concurso. Acepta aquí."
spam,"Perdón, hubo un fallo en tu última transacción. Corrígela acá."
spam,"Gana ingresos pasivos… mientras duermes 😴. Solo únete aquí."
spam,"Tu membresía premium está esperando activación. Es ahora o nunca."
spam,"Haz clic aquí para ver quién visitó tu perfil recientemente."
spam,"Participa por un reloj inteligente respondiendo este mensaje."
spam,"Tus puntos acumulados están a punto de desaparecer. Recupéralos aquí."
ham,"Oye… ¿estás despiert@? Necesito contarte algo rápido jaja."
ham,"Creo que dejé mis llaves en tu carro… ¿puedes revisar pls?"
ham,"Ahh, perdón, te escribí anoche pero me dormí 😅."
ham,"Oye, ¿qué tal si vamos por café hoy? Tengo ganas de platicar."
ham,"Te mando el archivo… bueno, damé un segundo que está cargando."
ham,"Bro, llego en 10. El tráfico está feo 😓."
ham,"No sé, me siento un poco raro hoy. Luego te cuento."
ham,"Jajaja viste el video que te mandé ayer? Está buenísimo."
ham,"¿Te parece si movemos la reunión a las 4? Me atrasé con algo."
ham,"Oye, te quedó muy bien el diseño 👌. Felicidades."
ham,"Mmm no estoy seguro, pero creo que sí puedo mañana."
ham,"Perdonaaa, olvidé responderte 😭. ¿Sigues disponible?"
ham,"Voy comprando la comida. ¿Quieres algo específico?"
ham,"Llegué antes de lo esperado, estoy afuera."
ham,"Mi gato tiró mi vaso otra vez… ya ni sé qué hacer jaja."
ham,"Uff, hoy ando TODA la mañana en juntas. Te aviso cuando salga."
ham,"Te paso la foto que querías, espera que la busco."
ham,"No inventes, qué calor hace hoy 😩."
ham,"Creo que sí entendí lo que dijiste, pero déjame revisarlo bien."
ham,"Mi celular está fallando horrible, sorry si no respondo rápido."
ham,"Ayer vimos una película buenísima, te la recomiendo mil."
ham,"Llegué sano y salvo, gracias por preguntar ❤️."
ham,"¿Puedes checar si dejé mi audífono en tu sala?"
ham,"Hoy voy a cocinar pasta, te invito si quieres."
ham,"Paso por ti tipo 6:20, ¿va?"
ham,"Mi mamá pregunta que si quieres ir el domingo jaja."
ham,"Te juro que pensé que hoy era miércoles 😐."
ham,"Ya imprimí tus documentos. Te los llevo luego."
ham,"¿Estás libre para una llamada rápida?"
ham,"Creo que el paquete llegó, pero no lo he abierto."
ham,"Hoy me desperté súper cansado… necesito vacaciones."
ham,"Voy a recoger mis cosas y salgo para allá."
ham,"Te dejé un café en la mesa, por si quieres."
ham,"Aghhh olvidé mi paraguas, ojalá no llueva."
ham,"¿Quién era la persona que preguntó por mí ayer?"
ham,"Ya voy al súper. ¿Te compro fruta o algo?"
ham,"Estoy viendo la serie que recomendaste, está buena."
ham,"Grrr la app se trabó, pero ya la reinicié."
ham,"Creo que mañana sí puedo pasar a verte."
ham,"¡Me ascendieron! Te cuento luego con calma."
